"","Group.1","Group.2"," Body Accelerometer Raw  Mean() Horizontal-X"," Body Accelerometer Raw  Mean() Horizontal-Y"," Body Accelerometer Raw  Mean() Vertical"," Body Accelerometer Raw  Std() Horizontal-X"," Body Accelerometer Raw  Std() Horizontal-Y"," Body Accelerometer Raw  Std() Vertical"," Gravitational Accelerometer Raw  Mean() Horizontal-X"," Gravitational Accelerometer Raw  Mean() Horizontal-Y"," Gravitational Accelerometer Raw  Mean() Vertical"," Gravitational Accelerometer Raw  Std() Horizontal-X"," Gravitational Accelerometer Raw  Std() Horizontal-Y"," Gravitational Accelerometer Raw  Std() Vertical"," Body Accelerometer Raw Jerk Mean() Horizontal-X"," Body Accelerometer Raw Jerk Mean() Horizontal-Y"," Body Accelerometer Raw Jerk Mean() Vertical"," Body Accelerometer Raw Jerk Std() Horizontal-X"," Body Accelerometer Raw Jerk Std() Horizontal-Y"," Body Accelerometer Raw Jerk Std() Vertical"," Body Gyroscope Raw  Mean() Horizontal-X"," Body Gyroscope Raw  Mean() Horizontal-Y"," Body Gyroscope Raw  Mean() Vertical"," Body Gyroscope Raw  Std() Horizontal-X"," Body Gyroscope Raw  Std() Horizontal-Y"," Body Gyroscope Raw  Std() Vertical"," Body Gyroscope Raw Jerk Mean() Horizontal-X"," Body Gyroscope Raw Jerk Mean() Horizontal-Y"," Body Gyroscope Raw Jerk Mean() Vertical"," Body Gyroscope Raw Jerk Std() Horizontal-X"," Body Gyroscope Raw Jerk Std() Horizontal-Y"," Body Gyroscope Raw Jerk Std() Vertical"," Body Accelerometer Raw Mag Mean()"," Body Accelerometer Raw Mag Std()"," Gravitational Accelerometer Raw Mag Mean()"," Gravitational Accelerometer Raw Mag Std()"," Body Accelerometer Raw JerkMag Mean()"," Body Accelerometer Raw JerkMag Std()"," Body Gyroscope Raw Mag Mean()"," Body Gyroscope Raw Mag Std()"," Body Gyroscope Raw JerkMag Mean()"," Body Gyroscope Raw JerkMag Std()"," Body Accelerometer FFT  Mean() Horizontal-X"," Body Accelerometer FFT  Mean() Horizontal-Y"," Body Accelerometer FFT  Mean() Vertical"," Body Accelerometer FFT  Std() Horizontal-X"," Body Accelerometer FFT  Std() Horizontal-Y"," Body Accelerometer FFT  Std() Vertical"," Body Accelerometer FFT  MeanFreq() Horizontal-X"," Body Accelerometer FFT  MeanFreq() Horizontal-Y"," Body Accelerometer FFT  MeanFreq() Vertical"," Body Accelerometer FFT Jerk Mean() Horizontal-X"," Body Accelerometer FFT Jerk Mean() Horizontal-Y"," Body Accelerometer FFT Jerk Mean() Vertical"," Body Accelerometer FFT Jerk Std() Horizontal-X"," Body Accelerometer FFT Jerk Std() Horizontal-Y"," Body Accelerometer FFT Jerk Std() Vertical"," Body Accelerometer FFT Jerk MeanFreq() Horizontal-X"," Body Accelerometer FFT Jerk MeanFreq() Horizontal-Y"," Body Accelerometer FFT Jerk MeanFreq() Vertical"," Body Gyroscope FFT  Mean() Horizontal-X"," Body Gyroscope FFT  Mean() Horizontal-Y"," Body Gyroscope FFT  Mean() Vertical"," Body Gyroscope FFT  Std() Horizontal-X"," Body Gyroscope FFT  Std() Horizontal-Y"," Body Gyroscope FFT  Std() Vertical"," Body Gyroscope FFT  MeanFreq() Horizontal-X"," Body Gyroscope FFT  MeanFreq() Horizontal-Y"," Body Gyroscope FFT  MeanFreq() Vertical"," Body Accelerometer FFT Mag Mean()"," Body Accelerometer FFT Mag Std()"," Body Accelerometer FFT Mag MeanFreq()"," Body Accelerometer FFT JerkMag Mean()"," Body Accelerometer FFT JerkMag Std()"," Body Accelerometer FFT JerkMag MeanFreq()"," Body Gyroscope FFT Mag Mean()"," Body Gyroscope FFT Mag Std()"," Body Gyroscope FFT Mag MeanFreq()"," Body Gyroscope FFT JerkMag Mean()"," Body Gyroscope FFT JerkMag Std()"," Body Gyroscope FFT JerkMag MeanFreq()","angle( Body Accelerometer Raw Mean,gravity)","angle( Body Accelerometer Raw JerkMean),gravityMean)","angle( Body Gyroscope Raw Mean,gravityMean)","angle( Body Gyroscope Raw JerkMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)","Activity Label","Subject Num"
"41",5,7,0.132405365092453,0.0587885864849057,0.070479564409434,0.105538716915094,0.123213454009434,0.0856720705150943,0.0567320669641509,0.0577593676471698,0.110396669969811,0.126600398420755,0.107701148202453,0.0578571956792453,0.143975909968113,0.101544664296226,0.12990330220566,0.133910283492642,0.118968471532075,0.124623992922642,0.0905434881377359,0.0876786404989057,0.133459049624528,0.111881219420755,0.146436855385472,0.0912087653660377,0.0548496718641509,0.0755411153018868,0.152527805394717,0.145556130541509,0.129232356913962,0.0996842716037736,0.0805521286573585,0.0681537347716981,0.148552753743396,0.116591444490566,0.0938723704358491,0.106021946671698,0.0613999741226415,0.0491672062226415,0.0783589608792453,0.0820576142603774,0.0789666694603774,0.145912493128208,0.0720090639507547,0.0970866748339623,0.13872765015283,0.0999731460284906,0.119185090101887,0.102786207641509,0.110058985988679,0.120079226276415,0.106694643532075,0.0892276256924528,0.0571900213245283,0.0918192388339623,0.107126124488679,0.139870009927358,0.0704533156226702,0.100192008215094,0.0517183507584906,0.0821966635566038,0.0587531644849057,0.0199528118660377,0.0805621567245283,0.0647580253698113,0.0549371142435849,0.0960913639001887,0.11392083002434,0.105025613811321,0.0846232570886793,0.137463773275472,0.109279634137736,0.112697935713208,0.0841085749245283,0.0985409711288679,0.0895790732018868,0.0699362159226415,0.126651170492453,0.128568002364151,0.167663861563962,0.137520840384906,0.0975003844981132,0.134509869498113,0.112364361739623,0.0847353650358491,0.101739813656604,0.146609440849057,"Standing",7
"42",6,7,-0.381260107461538,-0.420862981084615,-0.410745440346154,-0.425127957423077,-0.432370048826923,-0.417311758326923,-0.345330205480769,-0.322591781807692,-0.304229285447308,-0.292747604365385,-0.306758744411538,-0.348296421109615,-0.375212449146154,-0.367760042371154,-0.336100360767308,-0.351756308376923,-0.349009489791346,-0.328466346076923,-0.434502450571154,-0.432060135876923,-0.425220832642692,-0.395432313711538,-0.414541135688077,-0.415819614465385,-0.423193161942308,-0.410961643365385,-0.394880351013462,-0.384083583942308,-0.412094794465385,-0.429242217461538,-0.403982160769231,-0.412597687182692,-0.330393540290385,-0.369506334711538,-0.309784781440385,-0.319483900961538,-0.292092817115385,-0.339729765559615,-0.307482798576923,-0.347478256061538,-0.387149580298077,-0.352727128551923,-0.335517950551923,-0.293089186667308,-0.3042793340575,-0.32485739875,-0.398946137076923,-0.396492207019231,-0.401174521661538,-0.354919899961538,-0.394451503576923,-0.415111438403846,-0.394008270326923,-0.397735918307692,-0.38215620225,-0.417087915115385,-0.42531590325,-0.399385884596154,-0.291949188942308,-0.284726853,-0.302500305423077,-0.318585897340385,-0.304781905634615,-0.349962181884615,-0.354247578057692,-0.353963411073077,-0.390081361565192,-0.435364115598269,-0.448943547033077,-0.388540977288462,-0.40519302125,-0.423592265442308,-0.413421308673077,-0.428725047692308,-0.417288731519231,-0.477172016,-0.480854574576923,-0.498109383903846,-0.455899648826923,-0.502517769384615,-0.505629850615385,-0.504263293634615,-0.491905976603846,-0.452055467461538,-0.454584476657692,-0.43022298475,"Laying",7
"43",1,8,-0.172060514791667,-0.1945953470625,-0.169490301458333,-0.183381251810417,-0.19171395508125,-0.180551837229167,-0.111834489791667,-0.0748091920208333,-0.0841295078333333,-0.0903670073958333,-0.0891521772354167,-0.0855213632083333,0.0682002077291667,0.0767792369791667,0.0765362437916667,0.081260663875,0.0739566541458333,0.0736492612083333,0.118139294166667,0.119823523333333,0.0876856675,0.0825556441041667,0.0785194958125,0.0868209460625,-0.133449363854167,-0.144881634375,-0.153937385729167,-0.153987465020833,-0.1822718356875,-0.180717862502083,-0.174646630458333,-0.1697432815625,-0.160534382458333,-0.1191139676875,-0.0364824343541667,-0.0381893228958333,-0.00113052095833334,0.0205746456666667,0.0372098014916667,0.045355650625,0.0721666482291667,0.0645073149166667,0.0437763025,0.0833832183958333,0.0762455230583333,0.071899954375,0.11422198925,0.128229983166667,0.121064496958333,-0.1244657079375,-0.126494902920833,-0.1254849215875,-0.128602905895833,-0.135261445895833,-0.118745806104167,-0.1905747241875,-0.18613465075,-0.1816814381875,-0.00350622354875,-0.00788262952291667,0.0175401853791667,0.0124978886875,0.0158207369791667,-0.00707769422916667,0.103889189333333,0.100701394333333,0.088428844875,0.0500124631041667,-0.000205276937500001,-0.0223319163958333,-0.0322266837708333,-0.0480083336458333,-0.104376040229167,-0.134567344875,-0.0589258207083333,-0.173734167416667,-0.177248620083333,-0.168403271854167,-0.160237082158333,-0.161463647645833,-0.149851031708333,-0.142034698791667,-0.167083655104167,-0.188956099645833,-0.188724720520833,-0.175806270416667,"Walking",8
"44",2,8,-0.114089444414634,-0.110617363195122,-0.098975456097561,-0.04300782,-0.0668879504878049,-0.0522613781536585,-0.180060808756098,-0.177042811292683,-0.160029901560976,-0.172411081585366,-0.174610010365854,-0.180952507243902,-0.0621074012195122,-0.0486126817073171,-0.0730303229268293,-0.0797278634146341,-0.102870549512195,-0.10721696804878,0.0496574057073171,0.0482363754878049,0.0225206034634146,0.00824074814634146,0.0416653185073171,0.0181210478780488,-0.0768873612195122,-0.0929920244243903,-0.0669766597804878,-0.0897104438536585,-0.101097835585366,-0.0681246940243902,-0.112704364012195,-0.112181365707317,-0.188873397560976,-0.184364525121951,-0.187945350439024,-0.185973486195122,-0.170337766487805,-0.172968891512195,-0.136629736829268,-0.141955283170732,-0.119698351390244,-0.109926375073171,-0.141268446692683,-0.125966988536585,-0.133541218780488,-0.15079774097561,-0.066577357195122,-0.0811156068292683,-0.0799276787317073,-0.0960763361707317,-0.110398078390244,-0.0945581395609756,-0.085293838804878,-0.0336344047317073,-0.029854742097561,-0.0565724061707317,-0.149023302926829,-0.143843872926829,-0.198121572707317,-0.194492801760976,-0.177609124658537,-0.187227620402439,-0.175392895634146,-0.177130237,-0.196977298434146,-0.21493519602439,-0.214874335380488,0.0820631617073171,0.0818308771707317,0.0774632882926829,0.00501601268292683,0.0402255790243902,-0.0281799587560976,0.00221213880487805,0.0126677778536585,-0.0110124583414634,-0.0513215304878049,-0.0640801341463415,-0.14592420804878,-0.190886747634146,-0.201174293731707,-0.153699065121951,-0.165151136,-0.13980365304878,-0.147002445439024,-0.152666844536585,"Walking Upstairs",8
"45",3,8,0.118913400263158,0.139040088947368,0.0407961594736842,0.0266126123684211,0.0521633968421053,0.0488346739473684,0.0871781007894737,0.0911105678947368,0.110456800789474,0.151558203947368,0.162473532368421,0.176711117368421,0.277861250789474,0.272624702631579,0.262413132105263,0.270382787631579,0.299076796315789,0.2743457415,0.238327400857895,0.229952249289474,0.282237716868421,0.340458001578947,0.330225220526316,0.311123229473684,0.226426424157895,0.243961218523684,0.255722553102632,0.245471385,0.218499280947368,0.238200750421053,0.0850741402631579,0.0678529944736842,0.0951134347105263,0.0424966675263158,0.0877751886842105,0.0995367042105263,0.135885606052632,0.124688507368421,0.207292712368421,0.236064636842105,0.225738015263158,0.251166290342105,0.228849210684211,0.250470238605263,0.243659731921053,0.246068738157895,0.331765498157895,0.339907840157895,0.338347123421053,0.224347508394737,0.217581903447368,0.256600962973684,0.247154587631579,0.220479904105263,0.206739122684211,0.0632403484473684,0.0909817352105263,0.0842520531578947,0.165717022894737,0.182383838157895,0.168885783947368,0.169307423947368,0.199337997342105,0.208097712342105,0.264468263421053,0.243809855526316,0.244711775789474,0.304453888868421,0.290849428947368,0.269747395,0.262125408105263,0.255592758105263,0.253644677763158,0.230486370263158,0.247082895526316,0.232074367105263,0.232997521552632,0.243288987605263,0.109763190605263,0.168606840263158,0.128390845,0.112521541631579,0.0885365886315789,0.109812459421053,0.135356073447368,0.128714224105263,"Walking Downstairs",8
"46",4,8,-0.810924977543478,-0.81491739173913,-0.819769745217391,-0.796374797673913,-0.818225738043478,-0.824055534782609,-0.817636679565217,-0.819122669021739,-0.823575363152174,-0.804277912826087,-0.798735568173913,-0.814983780434783,-0.850950057826087,-0.845426279782609,-0.832232535217391,-0.840449691956522,-0.840910515217391,-0.846441755,-0.788263964130435,-0.782592027413043,-0.752653473847826,-0.78119383173913,-0.799901426804348,-0.795578649456522,-0.753930620434783,-0.766909213478261,-0.786135139130435,-0.794823799217391,-0.76952053923913,-0.770300659978261,-0.818355946304348,-0.821870835195652,-0.86383545876087,-0.852951742347826,-0.833689163732609,-0.833557857058696,-0.829280214804348,-0.840695426978261,-0.817118642608696,-0.826679665434783,-0.808392887608696,-0.81713507126087,-0.820158374565217,-0.814732667478261,-0.822241741608696,-0.839078270608696,-0.827706059956522,-0.83259050326087,-0.838434381086957,-0.77415207111087,-0.76464758808913,-0.764272158043478,-0.76925610276087,-0.762053413695652,-0.780720631391304,-0.836109232826087,-0.831985550652174,-0.831825870434783,-0.835376262391304,-0.832764232826087,-0.819291822173913,-0.812050813363044,-0.817375080754348,-0.828703720217391,-0.796015381978261,-0.820140612434783,-0.812137662347826,-0.829285801695652,-0.852144407391304,-0.821702694565217,-0.820358409782609,-0.808551050934783,-0.785159668391304,-0.803081558956522,-0.81663836273913,-0.814113094913044,-0.826545749130435,-0.814366100641304,-0.816133011956522,-0.807336652804348,-0.806200955630435,-0.82116438173913,-0.825208005,-0.822443229347826,-0.810823866521739,-0.818634834956522,"Sitting",8
"47",5,8,-0.818887453703704,-0.80720311,-0.806957301851852,-0.819106985925926,-0.813690777944444,-0.811650369444444,-0.778340916662963,-0.789836397055556,-0.779410886055556,-0.78633714837037,-0.799811178518519,-0.784588382888889,-0.765436196666667,-0.764922454259259,-0.759104584592593,-0.772075737722222,-0.773639409444444,-0.764035225740741,-0.733585559018519,-0.753323240574074,-0.728183224796296,-0.726019440203704,-0.743608262592593,-0.756693949444444,-0.795973240462963,-0.78725083037037,-0.807190102833333,-0.81679579812963,-0.815398156981481,-0.826682228296296,-0.825446708618519,-0.814997592637037,-0.816429267777778,-0.810463790981481,-0.765090420185185,-0.764145678518519,-0.800135134685185,-0.793425258444444,-0.720116563759259,-0.718280013111111,-0.774399615555556,-0.76725254462963,-0.757747964740741,-0.748143096888889,-0.760661911296296,-0.757151676111111,-0.796679422777778,-0.802453645185185,-0.767662585740741,-0.773399703075926,-0.790525683537037,-0.792387964888889,-0.786278028537037,-0.783869395037037,-0.78160539187813,-0.812412904007407,-0.812836162388889,-0.81378934237037,-0.740093634814815,-0.744817915981482,-0.758692802751852,-0.767582181722222,-0.769110237037037,-0.779058144537037,-0.773623371666667,-0.77248154187037,-0.770227351388889,-0.763239769518518,-0.773930761481481,-0.740134693833333,-0.770152911296296,-0.772941396666667,-0.758612012407407,-0.729960565055556,-0.730104545555556,-0.744913574637037,-0.732734266722222,-0.744445159925926,-0.793771858481481,-0.781245755055556,-0.783495663518519,-0.786521444259259,-0.773766353537037,-0.788572431185185,-0.799463682037037,-0.822420215555556,"Standing",8
"48",6,8,-0.702822251111111,-0.698712659796296,-0.711353585814815,-0.718647591824074,-0.712342719248148,-0.702024156981481,-0.655563732927778,-0.66247240937037,-0.678112053107407,-0.681017691314815,-0.666536381388889,-0.661487806944444,-0.629030757240741,-0.640482637867593,-0.615331865546296,-0.625853495185185,-0.640969784885741,-0.645628247962963,-0.616063573153704,-0.600292987333333,-0.611141219953704,-0.632404234027778,-0.614144124185185,-0.631964011492593,-0.695177012833333,-0.699820373,-0.697339048722222,-0.706576164,-0.71408295112963,-0.697254067981481,-0.676452091074074,-0.681317902592593,-0.677281864962963,-0.688137342648148,-0.70829320387037,-0.714124927074074,-0.728891470203704,-0.720998985407407,-0.675288538481482,-0.681307148796296,-0.641335932018518,-0.653140508259259,-0.631455180574074,-0.607883572537037,-0.617116392111111,-0.624897599277778,-0.572236211907407,-0.568521936833333,-0.563843221592593,-0.658738634481482,-0.665628465044444,-0.652315608407407,-0.67803657412963,-0.675038202312963,-0.657201832018519,-0.663043967055556,-0.658568139701852,-0.687268703464815,-0.684892334055556,-0.667727855537037,-0.668295871518519,-0.689203619981481,-0.673939063046296,-0.661973244598148,-0.618215046811111,-0.616801924007407,-0.618055114203704,-0.630273862061111,-0.651760975544444,-0.633874646925926,-0.621001860914815,-0.608583500074074,-0.625165947074074,-0.625205882037037,-0.616191128796296,-0.64892834087037,-0.657195433759259,-0.642703231722222,-0.678683257662963,-0.685177791314815,-0.66745205352963,-0.677678154074074,-0.686531358383333,-0.680937633518519,-0.65780063732963,-0.66350649687037,"Laying",8
"49",1,9,-0.476672515961538,-0.473025816730769,-0.469283147115385,-0.4517279375,-0.468633342211538,-0.496537563846154,-0.559336571730769,-0.535075021576923,-0.516340546673077,-0.517140906634615,-0.502506115346154,-0.492128958653846,-0.320922422217308,-0.329410169192308,-0.285983289865385,-0.28010582275,-0.280338705503846,-0.289711448961538,-0.293407705076923,-0.307190203,-0.325850883173077,-0.340257936309615,-0.348771370942308,-0.332773204951923,-0.442316270384615,-0.444658898615385,-0.472245764980769,-0.479842168401923,-0.458820417134615,-0.414878117126923,-0.470415402326923,-0.493862274423077,-0.462906243019231,-0.433169535711538,-0.490986163269231,-0.489134678653846,-0.465130096673077,-0.463672008115385,-0.343779079923077,-0.349516750384615,-0.359104745192308,-0.348145826865385,-0.370030443480769,-0.369177130576923,-0.3500623085,-0.333250315480769,-0.330054713653846,-0.330146512115385,-0.318335609903846,-0.428700035538462,-0.450149765961538,-0.492509866163462,-0.464401732038462,-0.466191069807692,-0.485854813807692,-0.467535036153846,-0.489070089307692,-0.471116132096154,-0.501411984230769,-0.510279251365385,-0.495357705192308,-0.486069842461538,-0.488280528461538,-0.4519085235,-0.329384141153846,-0.325875614807692,-0.301344869403846,-0.330390763653846,-0.310152958615385,-0.351248495807692,-0.415324005769231,-0.435483807615385,-0.460327464965385,-0.440383874807692,-0.425205648423077,-0.491458524615385,-0.484315904113462,-0.461787761096154,-0.483375342884615,-0.458845041557692,-0.422914141534615,-0.448329080038462,-0.510541456115385,-0.511676625980769,-0.496715262653846,-0.471808546538462,"Walking",9
"50",2,9,-0.848452842938776,-0.884909106,-0.893739896816326,-0.863137425306122,-0.897205874081633,-0.857208986857143,-0.897040046530612,-0.901395076530612,-0.889813872653061,-0.92485704244898,-0.912879395714286,-0.918342605918367,-0.859340240285714,-0.870060452938776,-0.854615447244898,-0.866162199693878,-0.862325909897959,-0.824739555673469,-0.864192024591837,-0.882544540918367,-0.860366538469388,-0.885695647142857,-0.878248942653061,-0.891615475046939,-0.877971576734694,-0.902066311102041,-0.892589557346939,-0.853473866530612,-0.874426965714286,-0.80651242877551,-0.88546499755102,-0.884821595510204,-0.857739744612245,-0.870697492734694,-0.89888088122449,-0.866906289183674,-0.884184450530612,-0.88445966622449,-0.799631490734694,-0.821454340714286,-0.890931823183673,-0.876325786244898,-0.869352482346939,-0.910692107836735,-0.912764544285714,-0.867259638061225,-0.858195909183673,-0.884647806734694,-0.890904288979592,-0.844129946510204,-0.823814084040816,-0.818960021816327,-0.814346336367347,-0.809329021632653,-0.845617242693878,-0.816808792255102,-0.818233893289796,-0.855510664530612,-0.898804993163265,-0.891009904795918,-0.864688360510204,-0.865735949897959,-0.870945931326531,-0.871118030918367,-0.897644217653061,-0.859606515510204,-0.884335729673469,-0.813127501632653,-0.84921729255102,-0.884089006938775,-0.851463382020408,-0.876143059183674,-0.860055295102041,-0.849022566122449,-0.876626512857143,-0.870899514387755,-0.853511259591837,-0.84845425155102,-0.847862459387755,-0.869500284489796,-0.860768926836735,-0.870355087755102,-0.886807034081633,-0.879121336408163,-0.82157594444898,-0.819893549102041,"Walking Upstairs",9
"51",3,9,-0.796841203095238,-0.795545810714286,-0.806305213095238,-0.785369552142857,-0.784649502380952,-0.778427744690476,-0.691514924285714,-0.707021565166667,-0.736571870714286,-0.752527587619048,-0.704936107142857,-0.692828143809524,-0.706148226666667,-0.698167709761905,-0.667064579523809,-0.648305609333333,-0.612993179690476,-0.660913036428571,-0.668129012071429,-0.638743941095238,-0.681979683190476,-0.683276116816667,-0.665814121071429,-0.658116451190476,-0.725815114285714,-0.753887855952381,-0.721549106666667,-0.73078602547619,-0.728578270952381,-0.740399520952381,-0.708269332619048,-0.687002275833333,-0.704572584285714,-0.705704626904762,-0.679166243095238,-0.743665346666667,-0.732874872142857,-0.708571866428571,-0.710386422619048,-0.694577513952381,-0.608009607309524,-0.635832136690476,-0.637217314047619,-0.612445113333333,-0.613857855833333,-0.629532342857143,-0.603604156309524,-0.607789924561905,-0.605047031047619,-0.743975824190476,-0.750945439285714,-0.763617412619048,-0.765473949761905,-0.728160278690476,-0.740477911278571,-0.765328908571429,-0.713473282619048,-0.715716917142857,-0.653650201190476,-0.669239843285714,-0.655892971428571,-0.657508438095238,-0.692215891904762,-0.682609892380952,-0.739959150714286,-0.738192236190476,-0.703926096428571,-0.673362716309524,-0.687443967619048,-0.721728413452381,-0.678520867380952,-0.715618725404762,-0.754428795380952,-0.805650585,-0.799368893238095,-0.750729479761905,-0.768400158333333,-0.80152535302381,-0.745487727761905,-0.661618729547619,-0.742535074285714,-0.721857616428571,-0.751237389047619,-0.817850327857143,-0.786424873571429,-0.79549420952381,"Walking Downstairs",9
"52",4,9,-0.8674940608,-0.8652665936,-0.8536678717,-0.8637160098,-0.8776240344,-0.8703033413,-0.7259482532,-0.7355652312,-0.75519416118,-0.76516227704,-0.76325353542,-0.7653035634,-0.8023926056,-0.8181521818,-0.8145747538,-0.802415318502,-0.81588762414,-0.831773879432,-0.8812003828,-0.8809339042,-0.9087839618,-0.85961176856,-0.8883332648,-0.9034207296,-0.858577979,-0.8361578127,-0.836668551872,-0.85452561514,-0.83706551532,-0.83806551642,-0.8675152136,-0.845379485,-0.7924644894,-0.783211871383,-0.76481188432,-0.7659282868,-0.77997208798,-0.8088596914,-0.8004406352,-0.781090752,-0.7825142495,-0.78489852768,-0.8268127088,-0.8047510506,-0.8156763789,-0.8064938542,-0.8272094843,-0.859546307,-0.8425992108,-0.86869901356,-0.8788356328,-0.85845912764,-0.8780966858,-0.8883640048,-0.88419644432,-0.8404722004,-0.8529179624,-0.850563042,-0.785406454584,-0.76081598742,-0.78607691944,-0.7800214804,-0.78227568138,-0.77266983262,-0.8191433062,-0.795244922,-0.7980864631,-0.881764415,-0.89212134666,-0.89510710614,-0.88655736832,-0.86679188078,-0.883644547,-0.8840012084,-0.8955987162,-0.8762348442,-0.8604744358,-0.84792202856,-0.87683185508,-0.86501810784,-0.875721329,-0.89566713048,-0.88511981874,-0.8906240956,-0.8881775702,-0.8677880348,"Sitting",9
"53",5,9,-0.809463417320889,-0.765565360666667,-0.735034171577778,-0.722122126444444,-0.758723456088889,-0.744043114711111,-0.750960087444444,-0.764743646888889,-0.7734875886,-0.759269178888889,-0.758789459511111,-0.791947370444444,-0.759084892,-0.752554354,-0.751334584711111,-0.741345606755555,-0.740320018291111,-0.723958276711111,-0.7549302896,-0.755287593955556,-0.745445990355556,-0.773177627333333,-0.757998184,-0.778379976444444,-0.782073243644444,-0.760650834037778,-0.767937090733333,-0.782812036977778,-0.800565300933333,-0.8109127152,-0.777106454666667,-0.771866169444444,-0.731284317866667,-0.725586020622222,-0.724872655111111,-0.728574845311111,-0.739048620377778,-0.747873914266667,-0.788493238051111,-0.779426234206667,-0.728391976888889,-0.741212451333333,-0.733971279111111,-0.744224456733333,-0.751312646155556,-0.749593381777778,-0.770310088968889,-0.768418421177778,-0.759684943466667,-0.8157144644,-0.824982537444444,-0.8236142888,-0.836192411511111,-0.822334404155556,-0.806558456202222,-0.763335962622222,-0.757101797533333,-0.763644181333333,-0.774445413711111,-0.752956242222222,-0.783188639333333,-0.77270252,-0.771276895333333,-0.789471836666667,-0.733090902222222,-0.784134763333333,-0.757637539088889,-0.730919809777778,-0.762896538111111,-0.788812166822222,-0.768949842666667,-0.786920246666667,-0.777305111333333,-0.793664450911111,-0.782375389555556,-0.753394730177778,-0.757558833333333,-0.753345728,-0.752236678444444,-0.766546383044444,-0.782735139244444,-0.775875909908889,-0.769979542444444,-0.748115205111111,-0.777503604666667,-0.811583739777778,"Standing",9
"54",6,9,-0.5580726537,-0.570868865472,-0.56088641478,-0.5932207608,-0.600085391,-0.579388744528,-0.544997905664,-0.53876097128,-0.54141777362,-0.52298434384,-0.4996290244,-0.48540067954,-0.5156887486,-0.5025626938,-0.527265372,-0.51058382572,-0.5184069382,-0.5096000668,-0.63875790402,-0.6360623102,-0.5976932492,-0.5889357326,-0.6206909378,-0.597239447,-0.62245547866,-0.6346206548,-0.6624075022,-0.6593749224,-0.7026107108,-0.6755530708,-0.58981321226,-0.58323299838,-0.5852456096,-0.6195525886,-0.50541738846,-0.48098992282,-0.43701737186,-0.46334885432,-0.393359129,-0.41282143664,-0.4756991784,-0.481575283,-0.4942447402,-0.4670203664,-0.4787106672,-0.4832646926,-0.56287566982,-0.54580823476,-0.5118486263,-0.64298171,-0.64847745344,-0.63682235466,-0.5802020284,-0.62055869702,-0.65500287812,-0.5779777886,-0.586138475362,-0.61545603942,-0.4141452187,-0.424870379702,-0.44797858864,-0.4649225516,-0.4273159532,-0.44605886538,-0.47642066766,-0.4696410666,-0.419971840084,-0.547192145,-0.5784352748,-0.6656574346,-0.6246453324,-0.6032096228,-0.5952847162,-0.5748372568,-0.5829199544,-0.5966741752,-0.6175178628,-0.59509433836,-0.6375101071,-0.623166683,-0.5706496965,-0.569049512,-0.55525385802,-0.5486074685,-0.53030948964,-0.54681152172,"Laying",9
"55",1,10,-0.627557528830189,-0.614714614081132,-0.623642701943396,-0.617456370218868,-0.621795448332075,-0.636475003337736,-0.599631486943396,-0.631248466509434,-0.60004402054717,-0.629085498396226,-0.638625528232076,-0.62686681749434,-0.622675937679245,-0.668968492656604,-0.652379395641509,-0.625247934770566,-0.58620524919434,-0.606798017792453,-0.537446972716981,-0.663213972811321,-0.64861139909434,-0.574771742679245,-0.603427916320755,-0.616975832849057,-0.573219229528302,-0.573996673256604,-0.540326616318868,-0.583150125301887,-0.592919821471698,-0.558337459509434,-0.595759681250943,-0.628915493471698,-0.634591230483019,-0.626017592396226,-0.61290598,-0.624725056279245,-0.605949118396226,-0.571869775603774,-0.635685136849057,-0.572294522150943,-0.648870233150943,-0.667699262924528,-0.660522765018868,-0.607666954490566,-0.58638290045283,-0.597784222460943,-0.615987641698113,-0.578634159471698,-0.578808754969811,-0.578230989156604,-0.594257527245283,-0.596452763302642,-0.597636698301887,-0.602997182622641,-0.587780157245283,-0.630594784083019,-0.593977839207547,-0.617623604684906,-0.657323350109434,-0.590645921037736,-0.599734165490566,-0.653468584603774,-0.651668691090566,-0.643168598037736,-0.65450517129434,-0.69224733654717,-0.67016321145283,-0.623762938471698,-0.579301019541509,-0.585918757049057,-0.580532215432075,-0.59341840790566,-0.562986463256604,-0.584796538792453,-0.566257264188679,-0.608636493037736,-0.590683245226415,-0.622318100396226,-0.630718275056604,-0.61752457045283,-0.654113405886792,-0.674426076830189,-0.639880317811321,-0.608412324660377,-0.581199764257359,-0.620593155237736,"Walking",10
